147,771
173,771
198,776
225,761
243,761
276,761
300,762
334,762
344,762
387,761
411,761
441,763
462,765
496,765
521,761
548,760
569,760
598,836
622,837
653,837
678,837
705,865
734,865
757,868
791,927
818,931
843,938
872,939
902,1055
930,1072
962,1076
977,1078
1008,1091
1035,1090
1059,1095
1094,1107
1097,1168
1113,1168
1145,1170
1165,1645
1191,1653
1214,1684
1243,1686
1276,1690
1296,1692
1317,1702
1350,1702
1366,1702
1402,1799
1437,1818
1466,1820
1489,1838
1511,1838
1532,1840
1561,1806
1584,1808
1605,1810
1634,1784
1653,1787
1693,1787
1708,1788
1740,1824
1759,1828
1790,1837
1815,1846
1840,1853
1846,1957
1875,1958
1906,1965
1925,1992
1954,2001
1978,2013
2005,2040
2025,2052
2058,2072
2082,2117
2096,2124
2124,2140
2165,2603
2181,2603
2217,2606
2230,2607
2261,2607
2286,2617
2307,2617
2346,2619
2359,2619
2394,2620
2412,2620
2446,2619
2474,2622
2493,2616
2519,2616
2549,2640
2567,2631
2603,2641
2629,2658
2647,2663
